*ा***ू	NN
**ू**ी*	UNK.JJ
*ा***ौ	UNK
*ि*्*िं**ा	NN
*ं****	XC.UNK.JJ.NN
*ो*ि*ें	NN
*ा***ो	UNK
*ी**्***ु**ों	UNK
**्*ा*ा*़ों	UNK
***्**ी*	JJ
*ी*्*ा*	UNK
*्*ां**्*	XC
*्**ं*्**ा***्*ृ	UNK
*ु****ु**	UNK
**़ो*ि*ों	UNK
*ॉ**ि*ों	NN
*ं*ो*	JJ.UNK.VM.NN
*ां*ि*	UNK.JJ
**ु*्*ा*ा*	UNK
*े*्*े**	XC.UNK.NN
**्**ं**ों	UNK
*ि***ि*ों	NN
*ो****ि*्*ां*	UNK
*ो*्*ा**ा*्*	UNK
*ू*ा*ि*ा	NNP
*ि*े**ु*्*ि	UNK
*ै*ि*्*्*	JJ.NN
******्*्*्*्***ः*ा******्*्*्*्**	UNK
*ो**्*ु*	UNK
*ि*****्*्*्*्**ं*	UNK
*ु*्*्*ि*ा	UNK
**्**ी*ा*ी*	UNK
*्***े*	UNK.NN
****ी**्*	JJ
*ं**्*ू*ा*्**	UNK
*ु*्**ु*	UNK
*ो*्*े*्*	NN
**ी**ां*ि	UNK
******्*्*्*्***ा*ि**ी	UNK
**ि***़्*ो*ि***ं*ं*ी	UNK
**्**ा*्*़्	UNK
*ा***ं	UNK.NN
*्**ि*ा*ा*ों	UNK
**ु*्*ु**ा*	UNK
**ु*ा***ा*	UNK
*ां*़्***्**	UNK
*्**़े**्*ं*ा*़े	UNK
*ृ*ा*्**	JJ
**्*ो*ॅ*	UNK
**ा*ं*्*ि*	UNK
*ा**ॉ*ि*ी	XC
*ा*्*ै*्*्*	UNK
*ि*ा****ा*्*ा	UNK
*्*ि*ि*्**ा**ी*	UNK
*ि*ा***ी**ि	UNK
*्*ि*	XC.NN.JJ
**्*ी**ा*	NN
****ं*ों	UNK
*ृ*्***्*ि*ों	UNK
*्*ि**ा*्*	UNK
*ृ*्***ों	NN
*े*े***	UNK
*ृ**़्***	UNK
*े*ा*ा**	UNK.NN
*े*ु**	XC.UNK.JJ.NN
*्*ॅा*	UNK
*्*े**्*्*	UNK
*्*ै**ॉ*्*ों	NN
*्*ु**ि*	NN
**्**ि*़्*	UNK
*ु*्**्*ि	UNK
*ू*ें*ी	VM
*ै******्*्*्*्**्*ि*ां	UNK
*ा***ा	UNK.VM.NN.NNP
*ै**़े	UNK
******्*्*्*्*******्*्*्*्***ी*	UNK
*ै****ू*	UNK
**ा*ं*	XC.UNK.NN.NNP
*ू*ें*े	VM
*ा**ं*़ों	UNK
*्**ु*े*	UNK
*्*ू*़्*ि**	UNK
*ुं***्*	NN
*ा*ु*़्***ा*्*्**ू***ो*****ा**ी*	UNK
*्*ा*़्*ा*ा*ों	UNK
*ि*ा*ि*ा**	UNK
*ो*ें	VAUX.UNK.VM.NN
*ै*ा*ें	VM
*ै***ि*े*ा*	UNK
*ि*्*ृ*ि	NN
*ा*्*ा*ी	NN
*्*े**ा	NN
*ो**े***ो**े	UNK
**़्*़्**	UNK
*ा*ं*े	VAUX.UNK.VM
*ा*ं*ी	NN.VAUX.XC.VM.JJ.UNK.NNP
*ा**े*	XC.UNK.NN.NNP
***ि*्*ा	UNK.JJ
*ि*्*ा****ा	UNK
*ी*ा****े*	UNK
*ृ*्*ि**	UNK.JJ.NN
*ा*ा*ू***ी	UNK
**़ा**्*ा*	UNK
*ू****्*ि*ा	UNK
***ा*ं***ि*ा*ं	UNK
*ृ**्**ि*ा*	NN
**्**्**ि	NN
*ृ*ा*ं*	UNK
*ा*े****ी*े	UNK
**्***े**ा*ं	UNK
*ं*ं**ें	NN
*्*ृं**ा*ी	UNK
*ा*्***्*ी**्*ी	UNK
*ा***ै*	XC.UNK.NN
**ा**्**े*्**	XC
*्**ि*ू*ि	NN
**ं**े*	NN.NNP
*ं*्*ु*	UNK.JJ
*ौ**्*ा	UNK.NN
*ै***ि*ा*ि*ों	UNK
*ु**ा*ृ**्*	UNK
**्*ा*े*	UNK.NN
*ु*्*़े	UNK
**ू*्**ी	UNK
*़्*ा***ां	UNK
**ू*्**ा	NN
*्*ा*्****्***	UNK
****्***ि*ि*	UNK
**़*़ै*	UNK
**ा**े*	UNK.NN
**ि*्*ा*ि*	UNK
*ू*ा**्*	UNK
*़ॉ*्**्*	UNK
**ो*ि**े*	XC
**्*ा*ं**ें*ों	UNK
*्*ु*ा**्**	NN
*ु*़ि*ा*ी	UNK
**ा**ी*ों	UNK
*ा*्*ा*ं	UNK.NN
**्****्*	UNK.NN.JJ
*्**ृ**्**ां	UNK
****्**्**ा	UNK
*ृ*्*ि*ों*	NN
*ा*ं*़	UNK
*ा***्**्*ी*	UNK
*ा*ं*ा	VAUX.XC.JJ.VM.NN
*ा*ं*ि	CC.UNK.NN
*्*े**्	XC.NN
******्*्*्*्**ु*ि**	UNK
**्*े*्*ा*	UNK
*्*े**ृ	UNK
***्****	UNK
*ा*ि*े*्**	UNK
*ै*्*ू*े**	UNK
**ा*ा***्*	NN
**्****ा*्*ी	UNK
*ु*्*ी*ा*	NN
*्*ृं*ि*ा*ं	UNK
*ि***ु*े	UNK
*्*े*ो*्*ा**	NN
**ि**ी*ा	UNK
*ं*्*े*्**ों	NN
*ं**ा*ा*्*	NN
*ू*्*ँ***ा*	UNK
*ु*्*ु*ा*	VM.NN
*ि*्*ा*ं**	XC
*ा*****्*्*्*्**्***ि	UNK
*्**्*ि*ि*े*	NN
**ो*ि*्**	UNK
**ं*ि*़्*	UNK
**्*्*ां*ि*	UNK
*्*ै**्**	UNK
*ो***िं*	NNP
**ि**ा*	UNK.RB
*ि*ा***़ा*ों	UNK
*ि*़ि*ा**ों	UNK
*ं***ि	UNK
*ा*्*ि**ा***	UNK
**्*ा*े*ी	NN
*्*े***्*ी*	UNK
**ै*****्*्*्*्**्*ो*ि*****्*्*्*्**	UNK
**ि*्*ं*	UNK
*ा*ु*्*्*ा*्*ा	UNK
***े*्*ि**्	UNK
**ृ*्*ि*	UNK
**ि*ु*़्*	UNK
*ो**ि*्*	XC.UNK.NN.JJ.NNP
*ो**्**्*े*	UNK
*्*े*ॉ**्*	NN
*्*्*ी**ु*ु*	UNK
*्**ि*्**ि*	JJ
*ी*ी*ी*ी	NN
**्*ा**ि*्**्*ा*ी	UNK
***ा**ा*ं	NN
**ा*्**्**ा*	UNK
*्*ॉ*्*	NN
*ें*ु*ी	UNK.NN
*ु*ी**ा	NN
*्**ं*****्*्*्*्**ू**्**	UNK
*ो****ा**	UNK
*ें*ु*े	UNK
**ि*ु*ा*	XC.JJ
*ा**े*ा*े	NST
*ी*ु*	UNK.NN.NNP
*्**े*्*ृ	UNK
*ा***ै**	UNK
**्*ि*िं**	UNK
*्**े*्*ा	UNK
**्*ं*े	UNK
*ै****ा*ों	UNK
*्**ि*ृ*ि*ां	NN
*ृ*्*ा*ो**	NN
*ं*ु*****्*्*्*्**	UNK
**्*ा*ा**ा	UNK
*ा**ी*ो***ा*	UNK
*े*ा*ो*ा	NN
*ि***़ी	UNK
**्*्*े*	JJ
**ु**ो*ी	UNK.JJ
***ं**	UNK.JJ.NN.VM
******्*्*्*्**ों*	UNK
***े***्**ू*्*	UNK
*ु*ी**ि*ी	UNK
***ों**ै*	UNK
*्*ा*ी**ी*्*ा	UNK
**्***ु*	UNK
*्***ि*	UNK.JJ
*्*ी*िं*	XC.UNK.NN
**ं*ा*ु*ू*ि	NN
**्*्**्*ी*	NN
*ु*्**्*ि*्*	UNK
*ि*ो*ा*ा*ी	JJ
**े*ि*	UNK.JJ
*ि*ा**्**	UNK.NN
***ा**ा*ी	NN.JJ
*े****ी*्**	UNK
*्*ॅ**	UNK
**्*ा*े*ों	NN
***ा*ें*े	VM
**्*ा*े*़	UNK
*ॅ**ी	UNK
*ै*े*े*ि*	UNK
*्*ू*े*ि*ा	NN
****्*ी****ी*ी	UNK
*ु*ि*****्*्*्*्**ि*	UNK
*े**ू*ा	NN
*ा*़ि*ां	UNK
*ा**े*ा*ं	NN
*ि*्*ि**	XC.UNK.NN
***े**ु**े	UNK
**ि*ा**्**ा*	UNK
*ि**़ैं*े	UNK
*्*ु**े*	UNK
*ा**ा*ा*	NN
*ू*ी*े	UNK
**्*्*ा*ु	XC
*ं*ा**ं*े*	UNK
**़ि*	XC.UNK.NNP
**्*ा**्**ू*	NN
***ं*े*्**	UNK
*ै*्*ों	UNK.NN
*ा**े**ा*े	UNK
*ु*ा**ु*ा	UNK
*ा*े**ों	UNK
*ु*्***ा**ि**ें	UNK
*ी*्*ं**	VM
*ैं**ि*ि*्*	UNK
*ि*्*े*े*	UNK
*े**ि*	UNK.NN.JJ
*ि*्*ा*्*े	NN
*ा*ी**ो*ों	UNK
*ि*्*ा*्*ी	XC.UNK.JJ.NN
***्**ि*ां	NN
*ो**्*ा*	UNK
**़्**ो	UNK
*ा***ें*्*ि*	UNK
*्*ा*ं*	XC.NN
**्*ं*़	UNK
*्*े**ैं*	NN
*ु*्**ं*्*ी	NN
*ो*्*ूं	UNK
**ँ**े	VM
*ी*ा*ि*ाँ	NN
*ी*ा*ि*ां	NN
*ि*ें*ी	VM
*्**ी*ा*ृ	UNK
**ा****्**ु*	NN
**्*्*ू**	XC.NN
*्**्**ू*े*	UNK
*ु*ि***ि*्*ां*	UNK
*ौ*े**े*ौ*े	UNK
*े*ी**ं**़्**	UNK
*ै*्*ा*	UNK
*ॉ*्*ो*ा	UNK
*ै*ो*ि**	NN
**़े**ू*़े	UNK
**ँ**ा	UNK
**्**ा**ू*्*	JJ
*्*ा*ं*़	UNK
**़ै*ों	UNK
*ि*्*ो*्**ा	UNK
*ा*़े*े*	UNK
ः**्*्	XC.NN
*****ा*ि*	UNK
*ं*ा**ो	NN
*ि*्*ा*्*ि	XC
***्**ु*़्*	UNK
*्**्*ू**	UNK
**़्**ा	UNK
**़**ु*्*ी*	UNK
**ो***ू*	UNK
*ि**ि*़ि*ा	UNK
*ि*ो*्*ा*ं	NN
*ै*ा*ो*े	UNK
*े*़्*ि*	UNK
*ू*****्*्*्*्**ां**	UNK
*िं***ु*	NN
**्*ै****्*ू**	UNK
*े*ा**ी*्*ा	XC.NN
**्*्*ा*ि	NN
****ो**ा	UNK
*्**े*्*ो*ि**	NN
*ा**ं**ी	NN
*ो*़ा*ा	UNK
**्*ा*्*ों	NN
*ो**ु*	NN.NNP
*्***ु*़्*	UNK
*ु*ा****ा*ें	UNK
*ं*ी*ु*ा	UNK
*ु*ा*्*ा*ं	NN
*ु*्*ु**ी	NN
*ी*्**्**ों	NN
**ं*ु*्*ि	NN
*ि*ि***ैं	UNK
*्*ो*े*्**	XC.NN
**्*ी*़ि*	UNK
**ा*ि**्*ि*ो	UNK
**ो**ा*ी	JJ
*ि*ां*	INTF.JJ.NN.RB.UNK.NNP
**ो**ा*े	JJ
*ि*े*ा**्*	NN.NNP
*ो**्**ि*्*ि	NN
*ु***े*ा	UNK
*ा*ा**ि**े	UNK
**ी*्*ा***्*	UNK
*ं*ा**ी	JJ.UNK.VM.NN
***्******्**ा	UNK
*ु*ा*े**	NN
*ू*ा*ृ*	NN
*ू*्*्*ि*	JJ
*ो*ु*ू*	UNK
*ा*ु***ी	UNK
*ै**े**	UNK.JJ
*ा***्*ी*ि*ा*	UNK
*्**े*ि*ा*ं	UNK
*ि***ा*ू*्**	UNK
*्*ू*ा*्*	NNP
**्*ी*	RDP.NN.XC.QC.JJ.UNK.NNP
*्*ं**ा*	NN
*ं**ि*्*ा	UNK
**्**ू*ी	JJ
**्***ा*़े	UNK
*्*ा**्**ी	UNK
**ा*ि*्*	JJ
**ि*ा*्***ा	UNK
*ं**्*्*ा*ी*	UNK
**े*ी*	UNK
*ि*्*ी**ं*ि	UNK
***्*ा*्**ा	NN
***ि*ि*ी*	UNK
*ं**ि*्*्	UNK
*िं*ा*े*ू**	UNK
*ि*ा*****्*	UNK
**्**ि*्*ू*	UNK
*ू*ं**	XC
**ो**ा*ं	NN
*्**्*ु*्*	UNK.NN
*ू*्*****्*्*्*्**	UNK
*ा**ू*्*्**	UNK
*ि*्*ी*ी	NN
*ा*्****ि*	UNK.NN
*ु**्*ी**	NN
*ी*ां*	XC.UNK.NN.VM.JJ
***े*ा**ि	UNK
*****्*्*्*्**ा**ा*ी	UNK
*्*े*्*ी***	UNK.NN
*ौ**ि*ां	NN
*ौ**ि*ाँ	NN
**्*ां*ि*	UNK.JJ
*ा***ो*े	NN
*ी**़ु*ं	UNK
*ा**ो*े**	XC.NN
*ू*ि*ो*	XC.NN.NNP
**ु*ा****्*	JJ
*ी*्**ा*ू*्**	JJ
**्**े*्**	NN
**ि*े*	XC.UNK.JJ.NN.RDP
**ु*****्*्*्*्**ा*ों	UNK
*ा**ी*ो*ि*	UNK
**ि*े*ा*ा*	NN
*्****ि**	UNK
*****्*्*्*्**्*ि*ों	UNK
*****्*्*्*्**ि*ि*ों	UNK
*े**ा**ा*	JJ
*ा*े*ा*्*ि*ै*	UNK
*ं*्**े**	NN
*ु*ं***ी	UNK
*ि*ी**ा**	UNK
****े*ी*़ो*	UNK
*ु**ा*्*ा*	NN
*े*ि*ि*़*	UNK
*े*्*ि*्*	UNK
*े*ो**ा*	NN.JJ
*ा*्*ि*ो*	NN
*्*ि*ू*्*ि	XC.NN
*्*ै*ि**	NNP
*ो*ा**ों	NN
*्**ि*्**्*ि*ों	NN
*े*ी**	NN
*ो*े*ि**	XC.NN
*्**ा*ु*ा*	UNK.NN
**़ि***्*	UNK
*े**ि*्*ी	NN.NNP
*ा*ा*ैं*	NNP
*ि*्*ू**	NN
***्*ि*ा*ी*	UNK
*े*ि*़ि*	UNK
***ों**ो	UNK
*ो*्**ैं***ो*्*ो*ो*ा	UNK
*ू**ि*ा*	NN
*े*ा*ु***	UNK
*****्*्*्*्**ा***ीं	UNK
*ो**ो**	UNK.NN
*ू*्**ै*ि*	UNK
**्*ी*ा**ों	UNK
**़े**े	UNK
*्*ि**ी	NNP
**************	QC.UNK
*ा**े**्*े*	UNK
**्*ु*े*ा	UNK
*ृ*ु*े**	UNK
*्*े**्**	UNK.VM.JJ
**ीं*ु**ा	UNK
*ि*्*ो*ै*	UNK
**्**्**ी*	JJ
*ा*्**े**	NN
***ो*	NN.XC.VM.JJ.UNK.NNP
*िं*्**	XC.UNK
*ौ****ी*ों	UNK
*ैं*ा*ी*	XC.QC.NN
*्******्*्*्*्**ु*	UNK
*ीं*ा	JJ.VM.NN
**ौ*	INTF.XC.UNK.NN.JJ
**्*ि*ू*्**	JJ
*****्*्*्*्***ं*्*	UNK
*ीं*ू	XC.NN
*ीं*ी	UNK.VM.NN
*ीं*े	UNK.VM.NN
**्*ु*्	JJ
*ि****ु*्*ि	UNK
*ा*ा***ः	RB
*ा*****्*्*्*्**्*ी**ा	UNK
*ा**्*ीं	UNK
*ॊ*ॊ*ा*्*	XC
*ि*िं*	XC.UNK.NN
*ॉ*़्*ि*	UNK
****े*	UNK.VM.NN.NNP
*ै****ु*े*ी	UNK
*़ि*ा***	UNK
**ृ*्**ा	NN
*ो**ा*्**	NN
*्**ृ*ि*ों	UNK.NN
*्*ि**ा	UNK.VM.NN
*ां*े*ा	VM
*्**ि**्*ी*	UNK
*ि*ि*्*ा*ा*ं	NN
**ि*्*ि*	UNK.JJ
*ां***ी	UNK
*ा*्*ा*ु**ों*ा	UNK
*्*े***ी*	UNK
*ू*्**ं*्*ा	NN
*ु*्*ों	UNK.NN
*े*ो*ी*	UNK
*ाँ*ें	VM.NN
*्*ा*्*ि*ा*ी	JJ
*िं******	UNK
*ि*****्*्*्*्**ा*ा*	UNK
*ां*्*़ा	UNK
*्*ो*ै****़	UNK
**ू*़ी*	UNK
*ा*्*ा**्*ा	NN
*ी***ि*्*ा**	UNK
**ो***़	UNK
*े*़्*ू*ू	UNK
*ु**्**़	UNK
*ू*्**ृ*्*ां*	UNK
*ु**्**ा	UNK.JJ.NN
*ं*़*ों	UNK
*ि*ु*े	VM.JJ
*्*ा*्*ा**	NN
**्***ा*ी*	UNK.NN
*ु*्**्*ों	NN
*ा*ं*ि*ां	NN
*़्*ो*	UNK
**्*ि*ा*्*	UNK
*े*ि**ृ	UNK
*ि**्*िं*	XC.NN
*े*ि*्*्*े*्*	UNK
*ू*्*ा*्**ों	NN
****्*ा**ा*ी*ं*	UNK
**ं***ा**ं*	UNK
*े*ि**्	NN
**ा*्*ी*	NN.NNP
**़ा**ि*ा	UNK
*ो*ी*ा	JJ
**़्**ा*ि*ि*ां	UNK
**्***ा*ों	NN
*ौ*ा*़्**	UNK
**्*े*्***	UNK
*़्*ा*	UNK
*ो*े*ि*्*	UNK
*ि**ा*ि*	JJ
*ि*ा**ु*्*ा*	NN
*ु*****	UNK
***ा*्*्***ि	NN
*्*ृ*ि**्*ं*ों	UNK
*ु*ां**	UNK.NN
*िं*ु**ा*ी	UNK
*ा*ी**ा	UNK.NN
**ो***ं	UNK
*्*ी*़*	UNK
*ा***ु*ा	UNK.NN
*ं***ं*ा	XC
**़े**़ि*ां	UNK
*ु*्*ा*ाः	UNK
*े*	RDP.NN.VAUX.XC.VM.DEM.CC.QC.PRP.JJ.PSP.UNK.NNP
**ा*े*ा*ी	VM
**ि*ं*्*	JJ
*ॉ*्**ा**	NN
*ि*ु*ं	NN
*ा*ी**ी	UNK.NN.NNP
*ं**ा***ि*ो*ा*	UNK
******्*्*्*्**ि*****्*्*्*्**	UNK
***ी*ें	NN
**्****्*ि*ा*ं	UNK
*े**्*	XC.UNK.JJ.NN.NNP
*ं*्***ू**	UNK
*ा*्*ा*़्**ा*ी	UNK
*े*्*िं*्*	NNP
*ु*्*ा*	NN.VAUX.XC.JJ.UNK.NNP
*ा**ै**ि*	UNK
*ा*ः	UNK.RB
*्**्*ै*्	UNK
*ॉं*	NN
*ो*ी*ृ	UNK.VM
*्**ृ*	UNK.JJ
*्**्*ि*्*ों	NN
*ो*ी*े	JJ
**्**ा*ि*ा*ि*ों	NN
***ी***	UNK.NN
*ू**ी*ि*ों	UNK
*ि**ं*ों	UNK
*्*ः*्	UNK
**ी*ा*्*ी	UNK
*्**्**्***ा	UNK
*ं**ि*****्*्*्*्**ा*	UNK
*ा*****़*ि**	UNK
*े*्*ा*ु*	UNK
*े*्*ो*े**	XC
**्*े*्*े*्	JJ
*ु**्**े	UNK.JJ
*ि*ु*ा	VM.NN
*ि*ु*ि	UNK
*ि*ु*़	UNK
*ि*ू**्***ै	UNK
*ॉं**ें	UNK
*ुं**ि*	JJ
*ा*्*ा**्*ी	UNK
*ौ*ि**ा*	NN
**ं*ि*	UNK.NN.JJ.NNP
**्*े**ी*	UNK.JJ
*****्*्*्*्***ी**ृ	UNK
**्***ु*्**ा	UNK
*्**ु*्**ा*ी	JJ
*ा*ि*ां	UNK.NN
*ो*े**े*	UNK
*ी*्*ं****ि**ा	UNK
**ॅ*ि*ी*़	UNK
**ा**्**ैं*	UNK
**ं*ु*्*	JJ
*ो**्*े	UNK
*ा*्**ौ*ि**ा	NN
*ि*ा*्*िं*	NN
*ो**्*ो	NNP
*****ा*े	UNK
*िं*ू***्**	UNK
***ै*ा	UNK
*****ा*ी	UNK.JJ.NN
**्*ा*ा*ं	NN
****्*्*ा	UNK
**्*्**ू*़	UNK
**ु*्**ि	NN
*्*ा**ो*्**	JJ
*ु*े*	NN.XC.JJ.QF.UNK.NNP
**ौ*्*ि*	UNK
**्*ि*़	UNK
*ै*****्*्*्*्***ू***ृ	UNK
*्*ां*्*ो*्*	NN
*्**्*ो*्**	UNK
*ा*्*े*्*	NN
**्*ि*ो*ो*ो*ि*़	UNK
**्***्**्***	UNK
*ा*ो**ा*ों	UNK
*ि*ं*ा	JJ.NN
*ु*ा*ूं	NN
*्*्*ा*े*ी	UNK
******्*्*्*्**ें**	UNK
*ी*ो*ै*्**	UNK
*ु**़ें**ु**़ें	UNK
*ि*ं*े	NN
**ा*ी**ो	UNK
*्***ा*ि*ों	UNK.NN
*ि*ं*ी	NN.JJ.NNP
*ा*ा*े*	UNK.NN
*ै*्*़ै*	UNK
*ृ*ं**ा*ू*्*	UNK
*ां*्*े*़्*	UNK
*ि*ं*ो	NN
*ॉ*्**ों	NN
****्*्*्	NN
*ु*ु**ा*ी	UNK.JJ
*ि*ि*्**	XC.UNK.NN.NNP
*ो***ा**	UNK
*ं*़*ि*ा*	UNK
*़ॉ**ौ****	UNK
*****ा*ं	UNK.NN
****्*्*ी	JJ.NN.NNP
*ै*़*	UNK
**ं*ो**ा*ी	UNK
*****ा*ा	UNK
*ो*ूं	VM
**ॉ*ी*ी	UNK
*ॉ*ि*ि**	XC.NN
***ं**ा*	UNK
**ु*े**्**्*	UNK
***्*ि*ि*	UNK
*ो**ा**्*े*्*	UNK
*ो**्*ा	UNK.NN
*ि*ा*्**ि**्*	UNK
*्*्*ै*	NN
**्**ि*ि*ों	UNK
**ु**्*ा*	NN
**ॅा*ि*ी	UNK
**ो*्***ो*ी	UNK
*े*्*ा*ं	NN
*ो**ा**ि**ें	UNK
*े*ू*ो*	UNK
*ां*ीं	VM
*े*ी*ी	NN
*ै**ा*ा**ि*	JJ
*ा*्*ी*ृ*****्*्*्*्**	UNK
**़्***ि**ों	UNK
*ॉ*ै**्*	UNK
*ै*्*े*	UNK
*ा*ि*्***ि**	UNK
***ि*्*ृ*ों**ी	UNK
*्**ि*ो*ि*ों	NN
*े*्*ो*ै*ि**	UNK
*****ि*ा*ी	UNK
*ैं*ें	NN
*ौ**ें	UNK.NN
*्*ि*िं*ी	JJ.NN
*ु***्*ि*ा*	UNK
***ो***िं*	NNP
***ा*्*ों	NN
**्*ां*ी*ृ*	UNK
*े***़ि*ा**	UNK
*ा**ो*ॉ*ि*ी	UNK
*ी***ैं*ी*	UNK
*ि**ं*़	UNK
*ो*े**ा*े	UNK
*ा***ैं*ों	UNK
*ु*ु*्*ा*ा	XC.NNP
**्*्*े*ि*ा*ा*ि*ों	UNK
*े*ि***ू*ि*े*ं**	UNK
*ैं*ि*ं*	XC
*ो*ु*्**्*्	JJ
*ं**ी*्*	UNK
*िं*ो*ो**	UNK
**्*ि*ो*्*ा*ी	UNK
*****ू*्*	UNK.JJ
**्*ि*ो*्**	UNK.NN.JJ
**्*ा*ा*ी	UNK.JJ.NN
*े*िं*ों	UNK
**्*ा*ा*े	UNK
*ि*े**ें*	UNK
**्**ु*ा*ा*	NN
*़ा**ो*ो*	UNK
*ा*्*ि*्**ा	UNK
**़े**ा	UNK
*ं*****े	UNK
**़े**़	UNK
*ू*्*ू*	NN
**ो*ै	NN
**़े**ी	UNK
*ा*****ि**	UNK
*ा*्*ी*ू*	UNK
*ौ*ें*े	VM
**ी*ी*़ी	UNK
*ुं***	NN
*़ो*ा	UNK
***्*ा*्**ी	UNK
**्**ू*ि	XC.NN.NNP
*ं**्*ृ*ि*	UNK
*ो*ा*ू	NN
*ां*े*़	UNK
*ि*****्*्*्*्***्*	UNK
*ा**ी***ू*ो*ी*	UNK
*ा*ो*ि*ी	UNK.NNP
**्*ि*्**ू*्*ी	UNK
**्*ु*ि*ि**	XC
*ा*ं*ि*ाँ	NN
*ै*ा*ि*्*ि*ि*ी	UNK
*ं*ी*्**्*	UNK
*ां*्*ा*े*	NNP
*ो*ों*ी	NN
*़्*ो*े*े*ा	UNK
*्**े***्*	NN
*ृ**िं*ी	UNK
**्*्***ै	UNK
**़ों	UNK.NN
*्*े**ी*	UNK.NN
*्****ों	UNK.NN
***्*ी**्*े*ा	UNK
*ै**ा*ू*ी	UNK.JJ
*ा****ं**्**ि	UNK
*ि**ी**ि**ी	UNK
**ू*ी***	NN
**्**िं*ा	UNK
*ृं**	UNK
*ि*्**े**	UNK
*ू*ों***ु	UNK
*ो*ं*ि*	UNK
*्*ं*ि*ा	UNK
*ु*िं	NN
*ां*ी*ि*	JJ
*ा*ि*्**ा*ों	NN
**़*ा**ि**ा	UNK
******्*ि*ा*ं	UNK
*़*ू*ी*ी	UNK
*ू*ी**्*	JJ
**ि*ो*****्*्*्*्**ा	UNK
***ो*ि*ी	UNK.JJ
*्**्*ु*	UNK.JJ
*े*़*े	UNK
*्*ो*्**्*े*्	UNK
***े*्**	UNK.NN
*ं*्***ा*ं	UNK
******्*्*्*्***ी	UNK
******्*्*्*्***ृ	UNK
**़ि**े	UNK
*ं*ु*ू*्*ी	NN
*ु**्*ि*ो**	UNK
***ो**ा	VM.NN
*ु*्**ें	UNK.VM.NN
*ु*्**ू*ि	UNK
*****ै*	UNK
*ा**्*ी*ि*	UNK
**ो*े	NN.VAUX.XC.VM.JJ.UNK
*ा*ो*्*ा*	UNK.NN
**ि*ा**्**ां*	UNK
***्**ू*	CC.UNK.NN
*्*े***्*	XC.UNK.NN
*े***ौ*ों	UNK
*़ू*	UNK
*ू****ृ*ि	UNK
*ि*ं*्****ं*्*ों	UNK
*्*ॅ*	UNK.NN
*्*ं*ि*ां	NN
******्*्*्*्***ा*ि*ि*ों	UNK
*ा****ं****ें	UNK
*ु*ा*ा*ों	NN
**ि*्*ा***े**ा*ू*	UNK
*ा***ा*ा*ि*ों	NN
**ा**िं*	UNK
**्*े******्*े	UNK
*ं*ा***ा*ा*	UNK
*ो*ैं*	XC.NN.NNP
*्***्*ा**ों	NN
*ु*ू**ा	NN
*्**्*ा**्*ि*	JJ
*ु*****्*्*्*्**ि*्*ा	UNK
*े*ि*्*ि*ि*्	UNK
*ु*ू**ी	JJ
**्****्*ा*	UNK
*ी*ि*****ु**	UNK
*ै*****्*्*्*्**	UNK
*ा*़्*ि*ै	UNK
*ि*ं*्*	UNK
**्***िं*	UNK
******्*्*्*्***ः	UNK
*ं*्*ू**	XC.UNK.RDP.NN
**्*ं**ं*ि*ों	UNK
**ुं*ें	VM
*ा**ी*ि*ा	UNK
*्*ि*ू**ा	UNK
**्*ा*्**	XC.UNK.JJ.NN.VM
*ा***ुं*	UNK
**्***ा***ा	NN
**ु*्*ि*	UNK.NN.JJ
*ि*़*	UNK
*ृ*****्*्*्*्**ु*	UNK
********्*्*्*्**े	UNK
*ा*ा*ां*	UNK
******्*्*्*्**्*ी******्*्*्*्**ी	UNK
**्**ा*ी*	XC.NN.JJ
*ै**ां*्*े**	JJ
*ू*्***्**्*ा*ि*	UNK
***ो**े	VM.NN
***ो**ी	UNK
*्*ा*ा**्*ा*ा	UNK
***ी*ी*ृ*	UNK
*ू*्*्**्*ा*ी	JJ
*ि*़ा*्*़*ी	UNK
**ू*े*ो*ि*ी*ा	UNK
******्*्*्*्***ि	UNK
******्*्*्*्***ा	UNK
*्**ी***	JJ
*े*ी**ु*्*ी	UNK
*ै*ों*िं*	NNP
***ो*ि*ा	UNK.NN
*े*़*ा	UNK
*ु*्**्*ं*्**	UNK
*्*्*े**्**े*	UNK
*ु***ि***	UNK
**़ै	UNK
*ु***ा**	UNK
*ु*ि*्**ा	NN
*ां*्*े**ा*ि*	JJ
*ँ*ो*ी	NN
*ि***ु***	UNK
*ों*़ी	UNK
*ं**ी*्**	UNK
*िं*ू**ा**ी*	UNK
**ु*ो*ी*	JJ
***********	QC.UNK
*ौ*्***ा*ि*ा	UNK
*्**ि***ा*ें	UNK
***ि*ृ*	JJ
*्**ि*्*ा*	NN
*े*ो*्*े*ि*	XC.JJ
*ु***्*्*ा	UNK
**ृ*****्*्*्*्**	UNK
*ॅा*े*ों	UNK
*ा**्*ू*	NN
*ं*़्*ा*ं	UNK
*ा**ी*ा*ी	NN
**ि*्*ा**ू*्*	UNK
*ी****्*ु*	UNK
******्*्*्*्***ां	UNK
*ु*्*ा**ा	UNK.NN
**ं*ु**	NN
*ं*़्*ा*ा	UNK
*ि*्*ा**ि*ा*	UNK
*ै*ी*़	UNK
*ि*ो*ि*ी	NN
*े*्*िं*	NN
**्**ि*्***ा	NN
